id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
7806963,7851323,Tamal,2013-07-31,"Charlottesville, Virginia, United States",within a day,71%,67%,f,Oak Hill,1.0,"['email', 'phone']",t,f
5317194,6182560,Ryan,2013-05-01,"Austin, Texas, United States",within an hour,100%,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
1975344,10197248,James,2013-11-22,"Austin, Texas, United States",within an hour,100%,100%,t,,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
8312559,6723835,Justin,2013-06-03,"Austin, Texas, United States",within an hour,100%,98%,t,Cherry Creek,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
8908560,961119,Tanya,2011-08-12,"Austin, Texas, United States",,,,f,Oak Hill,1.0,"['phone', 'facebook']",t,f
5327063,4045426,Selina,2012-11-03,"East Palo Alto, California, United States",,,,f,Cherry Creek,1.0,"['phone', 'facebook', 'reviews']",t,f
5759626,439018,Aakash,2011-03-13,"Austin, Texas, United States",within a few hours,100%,100%,f,Oak Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
577473,2839901,Linda,2012-07-05,US,within a day,67%,50%,f,Oak Hill,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
7787435,6723835,Justin,2013-06-03,"Austin, Texas, United States",within an hour,100%,98%,t,Cherry Creek,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5592178,26432607,Rae,2015-01-20,"Austin, Texas, United States",,,,f,Oak Hill,1.0,"['email', 'phone', 'facebook']",t,f
3003761,9229826,Leah,2013-10-04,"Austin, Texas, United States",,,,f,,1.0,"['email', 'facebook']",t,f
2384673,7502396,Ashleigh,2013-07-15,"Austin, Texas, United States",,,,f,Cherry Creek,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
8086913,5132984,April,2013-02-18,"Austin, Texas, United States",within a day,50%,,f,Oak Hill,1.0,"['email', 'phone', 'facebook']",t,f
883877,387130,Rick,2011-02-11,"Austin, Texas, United States",,,,f,Cherry Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1954814,10085865,Felicia,2013-11-17,"Austin, Texas, United States",within a few hours,88%,100%,f,Cherry Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
882663,412855,Robin,2011-02-27,"Austin, Texas, United States",within an hour,80%,100%,f,Oak Hill,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
4756166,24543137,Laurie,2014-12-06,"Austin, Texas, United States",within an hour,100%,100%,f,Cherry Creek,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5497500,28512505,Mark,2015-02-28,"Austin, Texas, United States",,,,f,Oak Hill,1.0,"['email', 'phone', 'facebook', 'jumio']",t,t
8735006,45828946,Pete,2015-10-05,"Austin, Texas, United States",,,,f,Sunset Valley,1.0,"['email', 'phone', 'facebook']",t,f
8932676,46704311,Koren,2015-10-16,"Austin, Texas, United States",within an hour,100%,100%,f,Oak Hill,1.0,"['email', 'phone', 'facebook']",t,f
5830065,30261847,Joe,2015-03-30,"Austin, Texas, United States",,,,f,Sunset Valley,1.0,"['phone', 'facebook']",t,f
964329,1729868,Craig,2012-02-10,"Austin, Texas, United States",,,,f,Oak Hill,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
78404,421032,Brian,2011-03-03,US,,,,f,Cherry Creek,1.0,['phone'],t,f
7074207,30078068,Anna,2015-03-26,"Austin, Texas, United States",within an hour,100%,100%,f,Cherry Creek,2.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t
7678822,40323907,Katie,2015-08-02,"Austin, Texas, United States",within an hour,90%,100%,f,Cherry Creek,1.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
8150068,30078068,Anna,2015-03-26,"Austin, Texas, United States",within an hour,100%,100%,f,Cherry Creek,2.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t
5253410,27192462,Alice,2015-02-04,"Austin, Texas, United States",within a few hours,100%,100%,f,Cherry Creek,1.0,"['email', 'phone', 'reviews']",t,f
1712329,9031314,Dylan,2013-09-24,US,,,,f,Sunset Valley,1.0,"['email', 'phone']",t,f
4104747,1450294,Ryan,2011-11-28,"Austin, Texas, United States",within an hour,100%,75%,f,Cherry Creek,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
2361530,12060497,Allison,2014-02-08,"Austin, Texas, United States",,,,f,Cherry Creek,1.0,"['email', 'phone']",t,f
4751960,13425205,Dana,2014-03-22,"Austin, Texas, United States",,,,f,Sunset Valley,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
6291810,32713240,Bryan,2015-05-05,"Austin, Texas, United States",within an hour,100%,90%,f,Oak Hill,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
6292365,32718181,Taylor,2015-05-05,"Austin, Texas, United States",within a few hours,100%,60%,f,,1.0,"['phone', 'reviews']",t,f
5272117,27292129,Ricky,2015-02-05,US,,,,f,East Downtown,2.0,"['email', 'phone', 'manual_online', 'jumio']",t,t
5305362,26703968,Sarah,2015-01-25,"Austin, Texas, United States",within a day,100%,,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'kba']",t,t
5245,2466,Paddy,2008-08-23,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
942357,1246229,Elizabeth,2011-10-04,"Austin, Texas, United States",within a day,75%,88%,f,Holly,6.0,"['email', 'phone', 'reviews', 'kba']",t,t
6516005,24207412,Glenda,2014-11-26,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,2.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
2515481,10351015,Julia,2013-11-30,"Austin, Texas, United States",within an hour,100%,100%,f,Downtown,11.0,"['email', 'phone', 'reviews', 'jumio']",t,t
5434388,10351015,Julia,2013-11-30,"Austin, Texas, United States",within an hour,100%,100%,f,Downtown,11.0,"['email', 'phone', 'reviews', 'jumio']",t,t
1905791,8142606,Martha Elena,2013-08-13,"Austin, Texas, United States",within a few hours,80%,75%,f,East Downtown,3.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5632244,29191899,Hayley,2015-03-12,"Austin, Texas, United States",within a day,70%,89%,f,,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
5305554,26703968,Sarah,2015-01-25,"Austin, Texas, United States",within a day,100%,,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'kba']",t,t
6561810,1329605,Hilary,2011-10-24,"Austin, Texas, United States",,,,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1221209,5438095,Mathew,2013-03-12,"Austin, Texas, United States",within an hour,95%,100%,f,Govalle,2.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t
4493865,23310003,Finegan,2014-11-03,"Austin, Texas, United States",within an hour,100%,100%,f,Rosewood,1.0,"['email', 'phone', 'reviews']",t,f
2546429,12882500,Jennifer,2014-03-06,"Austin, Texas, United States",,,,f,East Downtown,1.0,['phone'],t,f
5424819,3578548,Simran Raj,2012-09-15,"Austin, Texas, United States",within a few hours,100%,89%,f,,5.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4605668,23358388,Brent,2014-11-04,"Austin, Texas, United States",within a day,88%,54%,f,East Downtown,2.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
4228274,21945031,Christine,2014-09-30,"Austin, Texas, United States",within a day,70%,62%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'google', 'reviews']",t,f
3293477,10527031,Emilie,2013-12-09,"Austin, Texas, United States",a few days or more,40%,77%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
5406766,27859904,Jason,2015-02-16,"Austin, Texas, United States",within a few hours,80%,89%,t,Rosewood,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t
6691716,1872102,Joseph,2012-03-06,"Austin, Texas, United States",within a few hours,100%,46%,f,Holly,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
723029,3734315,Brent,2012-10-02,"Austin, Texas, United States",within an hour,100%,,f,East Downtown,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
6198247,7131064,Luis,2013-06-26,"Austin, Texas, United States",within an hour,90%,67%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
9213634,126312,Scott And Liya,2010-05-17,"Austin, Texas, United States",,,,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2502263,10351015,Julia,2013-11-30,"Austin, Texas, United States",within an hour,100%,100%,f,Downtown,11.0,"['email', 'phone', 'reviews', 'jumio']",t,t
259845,1143953,Linda And Lia,2011-09-11,"Austin, Texas, United States",within a few hours,100%,100%,f,Rosewood,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
6750381,11744806,Larissa,2014-01-29,"Austin, Texas, United States",within an hour,100%,88%,f,Bouldin Creek,8.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
2354569,643086,Erica,2011-05-30,"Austin, Texas, United States",within a day,100%,100%,f,Govalle,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
4670487,5432772,Ashley,2013-03-12,"Cambridge, Massachusetts, United States",within a few hours,100%,82%,f,Cambridge,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
3662216,14732769,Ric,2014-04-25,"Austin, Texas, United States",within a few hours,100%,86%,f,East Downtown,14.0,"['email', 'phone', 'reviews', 'kba']",t,t
6704541,2436512,Crystal,2012-05-22,"Austin, Texas, United States",within an hour,100%,95%,f,East Downtown,9.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
337414,1714815,Veronica,2012-02-07,"Austin, Texas, United States",within a few hours,86%,50%,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
6251,13096,Frederick,2009-04-12,"Austin, Texas, United States",within an hour,100%,100%,f,Holly,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
5785387,6291345,Beth,2013-05-08,"Austin, Texas, United States",within an hour,100%,86%,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t
4088930,1873684,Merita,2012-03-06,"Austin, Texas, United States",within a few hours,100%,100%,f,Govalle,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
1732132,9125722,Robert,2013-09-29,"Austin, Texas, United States",within an hour,100%,98%,f,Holly,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
6301697,2872072,Rachel,2012-07-08,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t
1013629,5575763,Yvonne,2013-03-22,"Austin, Texas, United States",within an hour,100%,100%,t,Holly,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
5438680,12619856,Annie,2014-02-26,"Takoma Park, Maryland, United States",within a few hours,90%,100%,f,"Takoma Park, MD",2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
5290632,2224390,Allegra,2012-04-25,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",t,f
4749486,21565738,Alan,2014-09-20,"Austin, Texas, United States",within a few hours,100%,76%,t,Hancock,4.0,"['email', 'phone', 'linkedin', 'reviews', 'jumio']",t,t
1725642,9095057,Jean,2013-09-27,"Austin, Texas, United States",a few days or more,30%,80%,f,Rosewood,3.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'kba']",t,t
5601570,3712351,Ben,2012-09-30,"Austin, Texas, United States",within an hour,100%,100%,t,Holly,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
959733,2598330,Julia & Tom,2012-06-10,"Austin, Texas, United States",within an hour,100%,100%,t,Rosewood,3.0,"['email', 'phone', 'reviews', 'jumio']",t,t
2406039,935407,Carrie,2011-08-07,"Austin, Texas, United States",within an hour,93%,94%,f,Holly,21.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']",t,t
666591,3370525,Gwendoline,2012-08-25,"Austin, Texas, United States",,,,f,Holly,1.0,"['email', 'phone', 'reviews', 'jumio']",t,t
6066617,1863720,Chloe,2012-03-05,"Austin, Texas, United States",,,,f,Govalle,1.0,"['email', 'phone', 'facebook']",t,f
2305031,7883934,Lauren,2013-08-01,"Austin, Texas, United States",within a day,89%,100%,f,Rosewood,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
929824,5006985,Jeff,2013-02-07,"Austin, Texas, United States",within an hour,100%,100%,f,Holly,2.0,"['email', 'phone', 'facebook', 'reviews']",t,f
296286,11349,Alexandria,2009-03-25,"Austin, Texas, United States",within an hour,90%,95%,f,East Downtown,4.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
2243059,11263898,Rachel,2014-01-13,"Austin, Texas, United States",within a few hours,100%,100%,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5288423,4147674,Jessica,2012-11-14,"Austin, Texas, United States",within an hour,100%,100%,t,Holly,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
5632771,394093,Cj,2011-02-15,"Austin, Texas, United States",,,,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
6003559,12766229,Winnie,2014-03-03,"Austin, Texas, United States",within a few hours,100%,50%,f,Govalle,1.0,"['email', 'phone', 'reviews']",t,f
141550,688306,Fiona,2011-06-10,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
1984800,4759667,Sara And Marcos,2013-01-19,"Austin, Texas, United States",,,,f,Rosewood,1.0,"['email', 'phone', 'reviews']",t,f
5895805,9148967,Ryan,2013-09-30,"Austin, Texas, United States",within an hour,93%,92%,f,Govalle,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
755676,422239,Cristina,2011-03-04,"Austin, Texas, United States",within a day,90%,100%,f,East Downtown,3.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t
1741604,9168485,Ginger,2013-10-01,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
4151784,17840813,Vanessa,2014-07-08,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,1.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t
1769638,9296990,Ben And Chelsea,2013-10-08,"Austin, Texas, United States",within an hour,100%,100%,f,Holly,1.0,"['email', 'phone', 'reviews']",t,f
5446350,20529757,Berkeley,2014-08-25,"Austin, Texas, United States",,,,f,Govalle,1.0,"['phone', 'facebook', 'jumio']",t,f
947423,5134988,Ben,2013-02-18,"Austin, Texas, United States",,,,f,Govalle,1.0,"['phone', 'facebook']",t,f
349447,1770424,Jason,2012-02-18,"Austin, Texas, United States",within an hour,100%,96%,f,East Downtown,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4174180,2064443,Sarah,2012-04-03,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8428224,10767270,Jason,2013-12-22,US,,,,f,,1.0,"['email', 'phone']",t,f
2266768,1507234,Kristine,2011-12-15,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
708582,3644573,Topaz,2012-09-22,"Austin, Texas, United States",,,,f,Govalle,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
9301886,46872255,Elisha,2015-10-18,US,within an hour,100%,100%,f,South First,2.0,"['email', 'phone']",t,f
6478540,33845910,Nathan,2015-05-20,"Austin, Texas, United States",within a few hours,100%,75%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
8311215,9816032,Colin,2013-11-04,"Austin, Texas, United States",a few days or more,30%,100%,f,Govalle,1.0,"['email', 'phone', 'facebook', 'linkedin', 'kba']",t,t
2950441,5066481,Molly,2013-02-12,"Austin, Texas, United States",within an hour,100%,50%,f,Rosewood,2.0,"['email', 'phone', 'reviews', 'kba']",t,t
5195335,1822182,Justin,2012-02-27,"Austin, Texas, United States",within a day,75%,0%,t,Govalle,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
2319831,5628118,Kim,2013-03-25,"Austin, Texas, United States",within an hour,100%,,t,Rosewood,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
7787003,8137602,Sarah,2013-08-13,"Austin, Texas, United States",within a few hours,90%,100%,f,Holly,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
576243,1733143,Cindy,2012-02-10,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8145912,13281984,Andrew,2014-03-18,"Austin, Texas, United States",within an hour,100%,100%,f,Holly,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1822588,1827958,Bryce And Rachael,2012-02-28,"Austin, Texas, United States",within an hour,100%,96%,t,East Downtown,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
4856743,1827958,Bryce And Rachael,2012-02-28,"Austin, Texas, United States",within an hour,100%,96%,t,East Downtown,2.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
321636,1647037,Sara,2012-01-24,"Austin, Texas, United States",within an hour,100%,98%,t,East Downtown,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
4203481,11497096,Nataliya,2014-01-21,"Austin, Texas, United States",within an hour,100%,100%,t,Holly,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
7264070,1355516,Jonathan,2011-10-31,"Los Angeles, California, United States",within a day,60%,90%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
3363810,4522249,Jess,2012-12-29,"Austin, Texas, United States",within an hour,100%,100%,f,Govalle,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
2496308,12778060,Adam,2014-03-03,US,,,,f,Rosewood,1.0,"['email', 'phone']",t,f
1021657,5176653,Alicia,2013-02-21,"Austin, Texas, United States",within a few hours,71%,97%,f,Rosewood,4.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2336368,11932614,Mari And Danny,2014-02-04,"Austin, Texas, United States",within an hour,100%,100%,t,Govalle,1.0,"['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'kba']",t,t
4800040,24731436,Clayton,2014-12-11,"Austin, Texas, United States",within a few hours,100%,78%,t,Govalle,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5652978,6691050,Elisa,2013-06-02,"Austin, Texas, United States",,,,f,East Downtown,1.0,"['phone', 'facebook', 'reviews']",t,f
4364828,22656622,Jonathan,2014-10-17,"Austin, Texas, United States",within an hour,100%,100%,f,Govalle,1.0,"['email', 'phone', 'reviews']",t,f
6706991,11744806,Larissa,2014-01-29,"Austin, Texas, United States",within an hour,100%,88%,f,Bouldin Creek,8.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
3512799,9125722,Robert,2013-09-29,"Austin, Texas, United States",within an hour,100%,98%,f,Holly,2.0,"['email', 'phone', 'reviews', 'jumio']",t,t
8506283,617885,Nick,2011-05-23,"Austin, Texas, United States",within an hour,100%,100%,f,Govalle,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
2967570,2436512,Crystal,2012-05-22,"Austin, Texas, United States",within an hour,100%,95%,f,East Downtown,9.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
3853145,12755129,Eric,2014-03-03,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,4.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
8275899,22100199,Alex,2014-10-03,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
244785,1284548,Gwen & Richard,2011-10-13,"Austin, Texas, United States",within a day,100%,100%,t,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1499714,8014187,Cody,2013-08-07,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1378094,1380297,Daniel,2011-11-07,"Houston, Texas, United States",within an hour,86%,100%,f,Holly,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2867059,880571,Angel,2011-07-27,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,7.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
5525699,24205522,Alvaro,2014-11-26,US,,,,f,Govalle,1.0,"['email', 'phone', 'reviews']",t,f
5440764,1938903,Melissa,2012-03-17,"San Francisco, California, United States",within a few hours,100%,100%,t,Rosewood,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
6043511,30640605,Johnny,2015-04-05,"Austin, Texas, United States",within a few hours,100%,94%,t,East Downtown,2.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t
4149311,16425706,Lana,2014-06-05,"Austin, Texas, United States",within a few hours,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'linkedin', 'reviews', 'kba']",t,t
4050950,1770424,Jason,2012-02-18,"Austin, Texas, United States",within an hour,100%,96%,f,East Downtown,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
635732,2369539,Jude,2012-05-14,"Austin, Texas, United States",within a few hours,100%,98%,f,East Downtown,3.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
2174026,11090096,Erica,2014-01-07,"Austin, Texas, United States",within a day,70%,82%,f,Holly,2.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
5643631,19801930,Edward,2014-08-10,"Austin, Texas, United States",within a few hours,100%,100%,f,,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
5497475,28512536,Mary Ann,2015-02-28,"Austin, Texas, United States",within an hour,100%,94%,t,Holly,1.0,"['email', 'phone', 'reviews']",t,f
3853307,12755129,Eric,2014-03-03,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,4.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
3852874,12755129,Eric,2014-03-03,"Austin, Texas, United States",within an hour,100%,100%,t,East Downtown,4.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
5325069,14732769,Ric,2014-04-25,"Austin, Texas, United States",within a few hours,100%,86%,f,East Downtown,14.0,"['email', 'phone', 'reviews', 'kba']",t,t
8269207,43535062,George,2015-09-06,"Austin, Texas, United States",within a few hours,100%,78%,f,East Downtown,1.0,"['email', 'phone', 'google', 'reviews']",t,f
2702956,880571,Angel,2011-07-27,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,7.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']",t,t
4446280,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
3041012,14935085,Mandy,2014-04-30,"Austin, Texas, United States",within a few hours,100%,,f,Rosewood,1.0,"['email', 'phone', 'reviews']",t,f
3513359,1024339,Brent,2011-08-26,"New York, New York, United States",within a day,90%,100%,f,Holly,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
732442,3737061,Regina & Andy,2012-10-02,"Austin, Texas, United States",within an hour,100%,100%,f,Holly,1.0,"['email', 'phone', 'reviews']",t,f
354542,1795524,Kim,2012-02-22,"Austin, Texas, United States",within an hour,100%,91%,t,East Downtown,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
919389,2061620,Cecilia,2012-04-03,"Austin, Texas, United States",within a day,75%,,f,Holly,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
6152060,31912881,Tom,2015-04-25,"Austin, Texas, United States",within a few hours,100%,100%,f,Govalle,1.0,"['email', 'phone', 'reviews']",t,f
2413861,1733609,James,2012-02-11,"Dallas, Texas, United States",,,,f,Govalle,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
5669658,12553139,John,2014-02-24,"Austin, Texas, United States",,,,f,East Downtown,1.0,"['email', 'phone', 'facebook']",t,f
2926708,2436512,Crystal,2012-05-22,"Austin, Texas, United States",within an hour,100%,95%,f,East Downtown,9.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
4948909,7070502,Michael,2013-06-23,"Austin, Texas, United States",within a few hours,100%,67%,f,Govalle,1.0,"['email', 'phone', 'reviews', 'kba']",t,t
2466517,7281579,Matt,2013-07-04,"Austin, Texas, United States",,,,f,East Downtown,1.0,"['email', 'phone', 'reviews']",t,f
7732578,30876862,Drew,2015-04-08,"Austin, Texas, United States",within a day,100%,100%,f,Rosewood,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",t,t
3217156,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
622030,745845,Lori,2011-06-26,"Austin, Texas, United States",a few days or more,40%,100%,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
8920025,8014187,Cody,2013-08-07,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
6900540,21123386,Jim & Mai,2014-09-09,"Austin, Texas, United States",within an hour,100%,100%,f,,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t
1746300,8217400,Charles & Amanda,2013-08-17,"Austin, Texas, United States",within a few hours,100%,83%,t,East Downtown,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t
5534367,6182474,Ashley,2013-05-01,"Austin, Texas, United States",within an hour,100%,100%,t,South First,3.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']",t,t
6625638,17420784,Selena,2014-06-29,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'facebook', 'google', 'reviews', 'kba']",t,t
7005164,13124508,AJ & Meaghan,2014-03-14,"Austin, Texas, United States",within a few hours,80%,85%,t,University of Texas,4.0,"['email', 'phone', 'google', 'linkedin', 'reviews', 'jumio']",t,t
3842674,19803477,Schaeffer,2014-08-10,"Austin, Texas, United States",within a day,100%,0%,f,East Downtown,1.0,"['email', 'phone', 'reviews']",t,f
1644692,8728301,David,2013-09-09,"Austin, Texas, United States",,,,f,Rosewood,1.0,"['email', 'phone', 'facebook', 'reviews']",t,f
750935,3948329,James,2012-10-22,"Austin, Texas, United States",within an hour,100%,100%,f,East Downtown,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
723826,1752483,Sara,2012-02-14,"Austin, Texas, United States",within an hour,100%,,f,Govalle,1.0,"['email', 'phone', 'facebook', 'linkedin', 'reviews']",t,f
5871501,4641823,Erica,2013-01-09,"Austin, Texas, United States",within a few hours,100%,88%,f,Upper Boggy Creek,339.0,"['email', 'phone', 'google', 'reviews', 'kba']",t,t
