id,street,neighbourhood,city,state,zipcode,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet
2531058,"Timber Ridge Road, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.224790819247602,-97.74260200782408,True,Other,Private room,4,1.0,1.0,1.0,Airbed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",
8616763,"South Pleasant Valley Road, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.23091759414933,-97.72597536047036,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",
5438292,"Faro Drive, Austin, TX 78741, United States",Pleasant Valley,Austin,TX,78741.0,US,United States,30.227655503412837,-97.71233591140059,True,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,Washer,Dryer,Essentials,Shampoo}",
2380977,"Summit Street, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.24236036410873,-97.73463196527227,True,House,Entire home/apt,5,1.5,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer}",
5668164,"Parker Lane, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.22429235253081,-97.73994478411349,True,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",
5537224,"Royal Crest Dr, Austin, TX 78741, United States",,Austin,TX,78741.0,US,United States,30.240010878300108,-97.73199507976305,False,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",
9043459,"Elmont Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.239772362044093,-97.72123186313256,True,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Laptop Friendly Workspace""}",
8649371,"Anise Drive, Austin, TX 78741, United States",Montopolis,Austin,TX,78741.0,US,United States,30.223843767179808,-97.69545027977264,True,House,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo}",
5537445,"South Pleasant Valley Road, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.231269894780432,-97.72525772967312,True,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",Gym,""Pets live on this property"",Dog(s),""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",
966601,"B Metcalfe Road, Austin, TX 78741, United States",Parker Lane,Austin,TX,78741.0,US,United States,30.225833508390288,-97.73832710641324,True,House,Private room,2,1.5,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer}",
8781536,"Grove Blvd, Austin, TX 78741, United States",,Austin,TX,78741.0,US,United States,30.235483394812498,-97.70338938280456,False,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,{},
5454582,"Willow Creek Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.233319648518023,-97.72800690766705,True,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector""}",
7020511,"Town Lake Cir, Austin, TX 78741, United States",,Austin,TX,78741.0,US,United States,30.238105841722625,-97.72197448677059,False,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Smoking Allowed"",""Pets Allowed"",Gym,Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",
5570520,"East Riverside Drive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.24973578584844,-97.73537072496485,True,Apartment,Entire home/apt,4,1.5,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector""}",
2210796,"Faro Drive, Austin, TX 78741, United States",Pleasant Valley,Austin,TX,78741.0,US,United States,30.228510715378693,-97.71168592536787,True,House,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",
5316821,"Sunnyvale Street, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.24440987750424,-97.73223525773209,True,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",""Pets Allowed"",Breakfast,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",
8633525,"Shore District Driveive, Austin, TX 78741, United States",East Riverside,Austin,TX,78741.0,US,United States,30.2447156751958,-97.72625456043212,True,Apartment,Entire home/apt,6,2.0,2.0,3.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",
