id,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified
5576522,28913211,Jessica,2015-03-07,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,Brentwood,1.0,"['email', 'phone', 'google', 'reviews', 'kba']",0.0,0.0
528160,2595087,Sinclair,2012-06-10,US,,,,1.0,Allendale,1.0,"['email', 'phone']",0.0,1.0
362460,1831617,Chris,2012-02-29,US,,,,1.0,Allendale,1.0,"['email', 'phone']",0.0,1.0
312499,1606567,Brooke,2012-01-14,"Austin, Texas, United States",,,,1.0,Brentwood,1.0,"['email', 'phone', 'reviews']",0.0,1.0
5543526,18890567,Stephanie,2014-07-25,"Austin, Texas, United States",within an hour,1.0,0.92,0.0,,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
5455707,27950887,Jonn,2015-02-18,"Austin, Texas, United States",within an hour,1.0,0.98,0.0,,5.0,"['email', 'phone', 'google', 'reviews', 'kba']",0.0,0.0
8627429,38866732,Jessica,2015-07-18,,,,,1.0,,1.0,['phone'],0.0,1.0
8273490,2779438,Rob,2012-06-29,"Austin, Texas, United States",within a few hours,1.0,,1.0,,1.0,"['email', 'phone', 'facebook', 'jumio']",0.0,0.0
5685241,29476848,Angie,2015-03-16,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,McKinney,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",0.0,0.0
5525252,28654087,Meagan,2015-03-02,US,,,,1.0,,1.0,"['email', 'phone']",0.0,1.0
5526151,28660079,Enrique KiKo,2015-03-03,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,,1.0,"['email', 'phone', 'facebook', 'reviews', 'jumio']",0.0,0.0
8935521,8121594,Patricia,2013-08-13,"Austin, Texas, United States",within an hour,1.0,1.0,1.0,,2.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
8213678,13516248,Adan,2014-03-25,"Austin, Texas, United States",within a few hours,1.0,1.0,1.0,,1.0,"['email', 'phone', 'reviews', 'kba']",0.0,0.0
5917038,27656963,Emily,2015-02-12,"Austin, Texas, United States",within a few hours,1.0,,1.0,,1.0,"['email', 'phone', 'facebook']",0.0,1.0
6336913,32994047,Jessica,2015-05-09,"Austin, Texas, United States",,,,1.0,,1.0,"['email', 'phone', 'google', 'reviews', 'jumio']",0.0,0.0
74880,395036,Nicholas,2011-02-16,"Austin, Texas, United States",within an hour,1.0,0.71,0.0,Hancock,2.0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",0.0,0.0
5571370,5259888,Jeff,2013-02-28,"Austin, Texas, United States",a few days or more,0.33,1.0,1.0,Hancock,1.0,"['email', 'phone', 'facebook', 'reviews', 'kba']",0.0,0.0
7176906,15483565,Joe,2014-05-13,"Austin, Texas, United States",,,,1.0,Hancock,1.0,"['email', 'phone', 'facebook', 'reviews']",0.0,1.0
